Date,Day,Month,Year,State,District,Pincode,Age 5 To 17 ,Age Above 17
12/16/2025,Tuesday,December,2025,Telangana,Medak,502221,0,6
12/16/2025,Tuesday,December,2025,Telangana,Medak,502246,1,1
12/16/2025,Tuesday,December,2025,Telangana,Medak,502273,2,4
12/16/2025,Tuesday,December,2025,Telangana,Medak,502280,0,2
12/16/2025,Tuesday,December,2025,Telangana,Medak,502312,1,1
12/16/2025,Tuesday,December,2025,Telangana,Medak,502321,0,2
12/16/2025,Tuesday,December,2025,Telangana,Medak,502336,0,2
12/16/2025,Tuesday,December,2025,Telangana,Medak,502372,1,2
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500010,6,26
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500016,0,1
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500037,3,14
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500040,0,9
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500051,0,1
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500083,4,17
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500085,1,10
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500087,8,16
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,501301,2,14
12/16/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500043,1,0
12/16/2025,Tuesday,December,2025,Telangana,Mulugu,506352,0,6
12/16/2025,Tuesday,December,2025,Telangana,Nagarkurnool,509102,0,8
12/16/2025,Tuesday,December,2025,Telangana,Nagarkurnool,509206,0,2
12/16/2025,Tuesday,December,2025,Telangana,Nagarkurnool,509406,0,1
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508207,8,41
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508211,4,25
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508213,4,19
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508223,0,2
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508234,1,2
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508243,2,3
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508250,3,7
12/16/2025,Tuesday,December,2025,Telangana,Nalgonda,508377,1,5
12/16/2025,Tuesday,December,2025,Telangana,Narayanpet,509204,1,0
12/16/2025,Tuesday,December,2025,Telangana,Nirmal,504306,0,4
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503122,1,12
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503124,0,4
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503125,0,1
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503164,2,7
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503180,0,1
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503202,1,7
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503218,1,5
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503246,2,4
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503302,0,3
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503306,0,5
12/16/2025,Tuesday,December,2025,Telangana,Nizamabad,503309,0,5
12/16/2025,Tuesday,December,2025,Telangana,Peddapalli,505152,0,3
12/16/2025,Tuesday,December,2025,Telangana,Peddapalli,505184,1,7
12/16/2025,Tuesday,December,2025,Telangana,Peddapalli,505187,1,2
12/16/2025,Tuesday,December,2025,Telangana,Peddapalli,505209,2,0
12/16/2025,Tuesday,December,2025,Telangana,Peddapalli,505212,1,6
12/16/2025,Tuesday,December,2025,Telangana,Rajanna Sircilla,505307,0,1
12/16/2025,Tuesday,December,2025,Telangana,Rangareddy,501510,0,6
12/16/2025,Tuesday,December,2025,Telangana,Rangareddy,509207,0,1
12/16/2025,Tuesday,December,2025,Telangana,Sangareddy,502221,2,1
12/16/2025,Tuesday,December,2025,Telangana,Sangareddy,502249,1,0
12/16/2025,Tuesday,December,2025,Telangana,Sangareddy,502329,0,1
12/16/2025,Tuesday,December,2025,Telangana,Siddipet,502108,0,8
12/16/2025,Tuesday,December,2025,Telangana,Siddipet,502267,0,1
12/16/2025,Tuesday,December,2025,Telangana,Siddipet,502281,0,1
12/16/2025,Tuesday,December,2025,Telangana,Siddipet,502334,1,2
12/16/2025,Tuesday,December,2025,Telangana,Siddipet,505473,2,3
12/16/2025,Tuesday,December,2025,Telangana,Suryapet,508221,0,6
12/16/2025,Tuesday,December,2025,Telangana,Suryapet,508238,1,2
12/16/2025,Tuesday,December,2025,Telangana,Suryapet,508376,0,1
12/16/2025,Tuesday,December,2025,Telangana,Vikarabad,501158,0,4
12/16/2025,Tuesday,December,2025,Telangana,Vikarabad,501502,0,4
12/16/2025,Tuesday,December,2025,Telangana,Wanaparthy,509105,0,3
12/16/2025,Tuesday,December,2025,Telangana,Wanaparthy,509110,1,2
12/16/2025,Tuesday,December,2025,Telangana,Wanaparthy,509380,0,2
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506011,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506112,1,4
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506145,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506169,1,6
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506201,1,0
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506313,0,2
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506342,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506356,0,3
12/16/2025,Tuesday,December,2025,Telangana,Warangal,506368,1,11
12/16/2025,Tuesday,December,2025,Telangana,Warangal Rural,506112,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal Rural,506134,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal Rural,506164,0,2
12/16/2025,Tuesday,December,2025,Telangana,Warangal Rural,506332,0,6
12/16/2025,Tuesday,December,2025,Telangana,Warangal Rural,506349,1,3
12/16/2025,Tuesday,December,2025,Telangana,Warangal Urban,505101,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal Urban,506001,0,1
12/16/2025,Tuesday,December,2025,Telangana,Warangal Urban,506005,1,8
12/16/2025,Tuesday,December,2025,Telangana,Warangal Urban,506371,1,3
12/16/2025,Tuesday,December,2025,Telangana,Yadadri,508112,2,9
12/16/2025,Tuesday,December,2025,Telangana,Yadadri,508252,6,21
12/16/2025,Tuesday,December,2025,Telangana,Yadadri,508277,1,11
12/18/2025,Thursday,December,2025,Telangana,Adilabad,504110,1,1
12/18/2025,Thursday,December,2025,Telangana,Adilabad,504206,0,1
12/18/2025,Thursday,December,2025,Telangana,Bhadradri Kothagudem,507115,0,4
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500001,0,2
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500002,0,1
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500005,0,5
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500018,0,1
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500027,0,1
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500033,0,2
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500034,0,3
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500062,0,2
12/18/2025,Thursday,December,2025,Telangana,Hyderabad,500064,1,4
12/18/2025,Thursday,December,2025,Telangana,Jagitial,505331,0,1
12/18/2025,Thursday,December,2025,Telangana,Jangoan,506221,0,1
12/18/2025,Thursday,December,2025,Telangana,Jogulamba Gadwal,509127,0,2
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500014,0,1
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500030,0,1
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500087,0,1
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500089,1,1
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500092,0,3
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,501101,0,1
12/18/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,509325,0,1
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505001,0,3
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505174,0,1
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505209,0,3
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505307,0,1
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505325,0,1
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505403,0,1
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505501,0,1
12/18/2025,Thursday,December,2025,Telangana,Karimnagar,505525,0,1
12/18/2025,Thursday,December,2025,Telangana,Khammam,507115,1,1
12/18/2025,Thursday,December,2025,Telangana,Khammam,507182,0,1
12/18/2025,Thursday,December,2025,Telangana,Mahabubabad,506112,0,1
12/18/2025,Thursday,December,2025,Telangana,Mancherial,504201,0,1
12/18/2025,Thursday,December,2025,Telangana,Mancherial,504204,0,1
12/18/2025,Thursday,December,2025,Telangana,Mancherial,504215,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502103,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502108,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502257,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502286,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502295,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502313,0,2
12/18/2025,Thursday,December,2025,Telangana,Medak,502314,0,1
12/18/2025,Thursday,December,2025,Telangana,Medak,502372,0,1
12/18/2025,Thursday,December,2025,Telangana,Medchal-malkajgiri,500055,0,1
12/18/2025,Thursday,December,2025,Telangana,Mulugu,506165,0,1
12/18/2025,Thursday,December,2025,Telangana,Nalgonda,508126,1,0
12/18/2025,Thursday,December,2025,Telangana,Nalgonda,508250,0,1
12/18/2025,Thursday,December,2025,Telangana,Nalgonda,508254,0,1
12/18/2025,Thursday,December,2025,Telangana,Nalgonda,508355,0,4
12/18/2025,Thursday,December,2025,Telangana,Narayanpet,509130,0,1
12/18/2025,Thursday,December,2025,Telangana,Nizamabad,503111,0,1
12/18/2025,Thursday,December,2025,Telangana,Nizamabad,503164,0,1
12/18/2025,Thursday,December,2025,Telangana,Nizamabad,503230,0,2
12/18/2025,Thursday,December,2025,Telangana,Rajanna Sircilla,505403,0,1
12/18/2025,Thursday,December,2025,Telangana,Sangareddy,502032,0,2
12/18/2025,Thursday,December,2025,Telangana,Vikarabad,509336,0,1
12/18/2025,Thursday,December,2025,Telangana,Warangal,506132,0,3
12/18/2025,Thursday,December,2025,Telangana,Warangal Rural,506310,0,1
12/18/2025,Thursday,December,2025,Telangana,Yadadri,508101,0,1
12/18/2025,Thursday,December,2025,Telangana,Yadadri,508277,0,1
12/19/2025,Friday,December,2025,Telangana,Adilabad,504103,1,5
12/19/2025,Friday,December,2025,Telangana,Adilabad,504208,2,6
12/19/2025,Friday,December,2025,Telangana,Adilabad,504214,0,4
12/19/2025,Friday,December,2025,Telangana,Adilabad,504219,2,0
12/19/2025,Friday,December,2025,Telangana,Adilabad,504306,1,1
12/19/2025,Friday,December,2025,Telangana,Bhadradri Kothagudem,507116,5,10
12/19/2025,Friday,December,2025,Telangana,Bhadradri Kothagudem,507124,2,12
12/19/2025,Friday,December,2025,Telangana,Bhadradri Kothagudem,507133,2,10
12/19/2025,Friday,December,2025,Telangana,Bhadradri Kothagudem,507166,3,13
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,505102,1,12
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,505471,1,3
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506011,0,2
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506145,1,2
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506310,0,9
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506313,0,1
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506319,0,2
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506342,0,1
12/19/2025,Friday,December,2025,Telangana,Hanumakonda,506391,0,3
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500001,4,23
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500011,3,26
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500013,8,63
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500017,5,19
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500023,3,42
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500029,2,13
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500034,10,26
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500036,6,21
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500055,0,4
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500059,9,43
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500062,5,5
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500073,2,11
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500085,1,0
12/19/2025,Friday,December,2025,Telangana,Hyderabad,500094,3,8
12/19/2025,Friday,December,2025,Telangana,Jagitial,505453,0,17
12/19/2025,Friday,December,2025,Telangana,Jangoan,506201,0,6
12/19/2025,Friday,December,2025,Telangana,Jangoan,506224,0,2
12/19/2025,Friday,December,2025,Telangana,Jangoan,506244,0,2
12/19/2025,Friday,December,2025,Telangana,Jangoan,506301,1,6
12/19/2025,Friday,December,2025,Telangana,Jangoan,506303,0,5
12/19/2025,Friday,December,2025,Telangana,Jangoan,506313,0,11
12/19/2025,Friday,December,2025,Telangana,Jangoan,506316,0,11
12/19/2025,Friday,December,2025,Telangana,Jangoan,506367,0,1
12/19/2025,Friday,December,2025,Telangana,Jayashankar Bhupalpally,505184,0,3
12/19/2025,Friday,December,2025,Telangana,Jayashankar Bhupalpally,505503,8,32
12/19/2025,Friday,December,2025,Telangana,Jayashankar Bhupalpally,505504,0,1
12/19/2025,Friday,December,2025,Telangana,Jayashankar Bhupalpally,506168,0,8
12/19/2025,Friday,December,2025,Telangana,Jogulamba Gadwal,509132,3,29
12/19/2025,Friday,December,2025,Telangana,Jogulamba Gadwal,509152,1,6
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,500008,1,1
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,500030,1,16
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,500049,12,57
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,500058,10,18
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,500084,1,20
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,501158,0,6
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,501359,2,16
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,501501,2,19
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,501511,1,2
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,509202,1,4
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,509217,0,11
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,509321,0,19
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,509325,4,21
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,509340,1,5
12/19/2025,Friday,December,2025,Telangana,K.v. Rangareddy,509357,0,4
12/19/2025,Friday,December,2025,Telangana,Kamareddy,503108,0,1
12/19/2025,Friday,December,2025,Telangana,Kamareddy,503110,0,21
12/19/2025,Friday,December,2025,Telangana,Kamareddy,503144,5,41
12/19/2025,Friday,December,2025,Telangana,Kamareddy,503309,0,3
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505174,0,11
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505186,0,8
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505188,0,2
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505209,1,33
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505301,4,21
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505326,1,11
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505327,1,8
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505445,3,7
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505469,2,18
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505474,1,17
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505476,0,6
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505498,0,3
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505501,2,5
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505504,2,11
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505505,0,5
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505514,0,5
12/19/2025,Friday,December,2025,Telangana,Karimnagar,505524,0,5
12/19/2025,Friday,December,2025,Telangana,Khammam,507002,4,32
12/19/2025,Friday,December,2025,Telangana,Khammam,507123,0,2
12/19/2025,Friday,December,2025,Telangana,Khammam,507124,0,1
12/19/2025,Friday,December,2025,Telangana,Khammam,507136,1,2
12/19/2025,Friday,December,2025,Telangana,Khammam,507157,1,4
12/19/2025,Friday,December,2025,Telangana,Khammam,507160,1,7
12/19/2025,Friday,December,2025,Telangana,Khammam,507166,1,0
12/19/2025,Friday,December,2025,Telangana,Khammam,507169,1,3
12/19/2025,Friday,December,2025,Telangana,Khammam,507170,2,10
12/19/2025,Friday,December,2025,Telangana,Khammam,507201,1,4
12/19/2025,Friday,December,2025,Telangana,Khammam,507203,2,10
12/19/2025,Friday,December,2025,Telangana,Khammam,507305,0,9
12/19/2025,Friday,December,2025,Telangana,Komaram Bheem,504219,2,0
12/19/2025,Friday,December,2025,Telangana,Komaram Bheem,504273,0,11
12/19/2025,Friday,December,2025,Telangana,Komaram Bheem,504296,6,32
12/19/2025,Friday,December,2025,Telangana,Mahabubabad,506134,0,6
12/19/2025,Friday,December,2025,Telangana,Mahabubabad,506163,1,16
12/19/2025,Friday,December,2025,Telangana,Mahabubabad,506310,0,2
12/19/2025,Friday,December,2025,Telangana,Mahabubabad,506315,0,18
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509127,2,7
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509131,6,7
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509152,1,3
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509202,5,1
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509203,1,4
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509216,3,5
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509311,0,5
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509321,1,4
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509324,1,20
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509327,0,1
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509352,0,6
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509382,4,20
12/19/2025,Friday,December,2025,Telangana,Mahabubnagar,509410,0,1
12/19/2025,Friday,December,2025,Telangana,Mancherial,504204,1,5
12/19/2025,Friday,December,2025,Telangana,Mancherial,504207,1,16
12/19/2025,Friday,December,2025,Telangana,Mancherial,504215,3,27
12/19/2025,Friday,December,2025,Telangana,Mancherial,504216,0,5
12/19/2025,Friday,December,2025,Telangana,Medak,502001,1,3
12/19/2025,Friday,December,2025,Telangana,Medak,502032,5,4
12/19/2025,Friday,December,2025,Telangana,Medak,502102,2,23
12/19/2025,Friday,December,2025,Telangana,Medak,502115,0,7
12/19/2025,Friday,December,2025,Telangana,Medak,502221,3,9
12/19/2025,Friday,December,2025,Telangana,Medak,502246,0,2
12/19/2025,Friday,December,2025,Telangana,Medak,502257,0,9
12/19/2025,Friday,December,2025,Telangana,Medak,502267,0,5
12/19/2025,Friday,December,2025,Telangana,Medak,502276,2,0
12/19/2025,Friday,December,2025,Telangana,Medak,502278,0,7
12/19/2025,Friday,December,2025,Telangana,Medak,502290,1,9
12/19/2025,Friday,December,2025,Telangana,Medak,502295,1,4
12/19/2025,Friday,December,2025,Telangana,Medak,502301,1,4
12/19/2025,Friday,December,2025,Telangana,Medak,502302,0,6
12/19/2025,Friday,December,2025,Telangana,Medak,502312,0,3
12/19/2025,Friday,December,2025,Telangana,Medak,502313,5,20
12/19/2025,Friday,December,2025,Telangana,Medak,502318,0,4
12/19/2025,Friday,December,2025,Telangana,Medak,502319,2,3
12/19/2025,Friday,December,2025,Telangana,Medak,502329,0,3
12/19/2025,Friday,December,2025,Telangana,Medak,502345,3,1
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500014,1,7
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500085,2,16
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500090,15,57
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500100,2,8
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500103,0,3
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,501301,3,28
12/19/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,501401,1,8
12/19/2025,Friday,December,2025,Telangana,Mulugu,506172,3,12
12/19/2025,Friday,December,2025,Telangana,Mulugu,506343,2,14
12/19/2025,Friday,December,2025,Telangana,Mulugu,507133,2,4
12/19/2025,Friday,December,2025,Telangana,Nagarkurnool,509105,1,9
12/19/2025,Friday,December,2025,Telangana,Nagarkurnool,509201,0,3
12/19/2025,Friday,December,2025,Telangana,Nagarkurnool,509203,0,13
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508116,6,8
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508203,2,3
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508212,2,5
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508222,0,2
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508254,2,6
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508278,1,13
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508280,3,2
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508285,4,2
12/19/2025,Friday,December,2025,Telangana,Nalgonda,508373,1,11
12/19/2025,Friday,December,2025,Telangana,Narayanpet,509407,0,13
12/19/2025,Friday,December,2025,Telangana,Narayanpet,509411,2,22
12/19/2025,Friday,December,2025,Telangana,Nirmal,504103,11,42
12/19/2025,Friday,December,2025,Telangana,Nirmal,504105,2,22
12/19/2025,Friday,December,2025,Telangana,Nirmal,504106,7,82
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503002,4,24
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503102,1,1
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503164,7,15
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503174,0,1
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503186,1,9
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503187,2,14
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503219,2,1
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503306,1,1
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503310,0,10
12/19/2025,Friday,December,2025,Telangana,Nizamabad,503321,0,2
12/19/2025,Friday,December,2025,Telangana,Nizamabad,505325,0,1
12/19/2025,Friday,December,2025,Telangana,Peddapalli,505152,1,10
12/19/2025,Friday,December,2025,Telangana,Peddapalli,505162,0,6
12/19/2025,Friday,December,2025,Telangana,Peddapalli,505212,2,6
12/19/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505301,2,27
12/19/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505307,0,5
12/19/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505401,0,2
12/19/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505402,1,7
12/19/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505405,1,6
12/19/2025,Friday,December,2025,Telangana,Rangareddy,501505,3,13
12/19/2025,Friday,December,2025,Telangana,Rangareddy,501511,2,11
12/19/2025,Friday,December,2025,Telangana,Sangareddy,502001,5,24
12/19/2025,Friday,December,2025,Telangana,Sangareddy,502257,0,1
12/19/2025,Friday,December,2025,Telangana,Sangareddy,502293,1,3
12/19/2025,Friday,December,2025,Telangana,Sangareddy,502313,0,2
12/19/2025,Friday,December,2025,Telangana,Sangareddy,502319,3,25
12/19/2025,Friday,December,2025,Telangana,Siddipet,502102,1,3
12/19/2025,Friday,December,2025,Telangana,Siddipet,502103,1,47
12/19/2025,Friday,December,2025,Telangana,Siddipet,502281,1,17
12/19/2025,Friday,December,2025,Telangana,Siddipet,502311,0,2
12/19/2025,Friday,December,2025,Telangana,Siddipet,502372,2,5
12/19/2025,Friday,December,2025,Telangana,Siddipet,502375,1,9
12/19/2025,Friday,December,2025,Telangana,Siddipet,505467,0,7
12/19/2025,Friday,December,2025,Telangana,Siddipet,506223,1,5
12/19/2025,Friday,December,2025,Telangana,Siddipet,506224,2,1
12/19/2025,Friday,December,2025,Telangana,Suryapet,508213,7,62
12/19/2025,Friday,December,2025,Telangana,Suryapet,508221,0,9
12/19/2025,Friday,December,2025,Telangana,Suryapet,508279,0,9
12/19/2025,Friday,December,2025,Telangana,Vikarabad,501141,17,79
12/19/2025,Friday,December,2025,Telangana,Vikarabad,501142,7,38
12/19/2025,Friday,December,2025,Telangana,Wanaparthy,509104,5,19
12/19/2025,Friday,December,2025,Telangana,Wanaparthy,509381,6,17
12/19/2025,Friday,December,2025,Telangana,Warangal,506002,4,8
12/19/2025,Friday,December,2025,Telangana,Warangal,506005,0,2
12/19/2025,Friday,December,2025,Telangana,Warangal,506105,0,4
12/19/2025,Friday,December,2025,Telangana,Warangal,506168,0,1
12/19/2025,Friday,December,2025,Telangana,Warangal,506172,1,3
12/19/2025,Friday,December,2025,Telangana,Warangal,506244,3,24
12/19/2025,Friday,December,2025,Telangana,Warangal,506302,0,2
12/19/2025,Friday,December,2025,Telangana,Warangal,506314,2,2
12/19/2025,Friday,December,2025,Telangana,Warangal,506317,1,9
12/19/2025,Friday,December,2025,Telangana,Warangal,506331,0,4
12/19/2025,Friday,December,2025,Telangana,Warangal,506342,0,1
12/19/2025,Friday,December,2025,Telangana,Warangal,506371,0,1
12/19/2025,Friday,December,2025,Telangana,Warangal Urban,505476,0,1
12/19/2025,Friday,December,2025,Telangana,Warangal Rural,506132,1,3
12/19/2025,Friday,December,2025,Telangana,Warangal Rural,506310,1,13
12/19/2025,Friday,December,2025,Telangana,Warangal Rural,506330,1,24
12/19/2025,Friday,December,2025,Telangana,Warangal Rural,506331,0,15
12/19/2025,Friday,December,2025,Telangana,Warangal Rural,506342,0,9
12/19/2025,Friday,December,2025,Telangana,Warangal Rural,506369,0,3
12/19/2025,Friday,December,2025,Telangana,Warangal Urban,506002,2,60
12/19/2025,Friday,December,2025,Telangana,Warangal Urban,506003,0,2
12/19/2025,Friday,December,2025,Telangana,Adilabad,504102,1,5
12/19/2025,Friday,December,2025,Telangana,Adilabad,504104,0,2
12/19/2025,Friday,December,2025,Telangana,Adilabad,504106,1,10
12/19/2025,Friday,December,2025,Telangana,Adilabad,504110,4,3
12/19/2025,Friday,December,2025,Telangana,Adilabad,504203,1,8
12/19/2025,Friday,December,2025,Telangana,Adilabad,504215,0,1
12/19/2025,Friday,December,2025,Telangana,Adilabad,504292,0,4
12/19/2025,Friday,December,2025,Telangana,Adilabad,504307,0,22
12/19/2025,Friday,December,2025,Telangana,Bhadradri Kothagudem,507101,2,27
12/19/2025,Friday,December,2025,Telangana,Bhadradri Kothagudem,507103,0,2
